Song,File_Type,Difficulty,Total_Notes,4th_%,8th_%,12th_%,16th_%,24th_%,32nd_%,64th_%,Other_%,Density_Label
brotherkisst.sm,.sm,Medium,544,48.3,43.6,0.7,6.1,0.7,0.2,0.4,0.0,Hard
brotherkisst.sm,.sm,Hard,793,36.1,33.5,1.0,28.1,0.9,0.1,0.3,0.0,Hard
brotherkisst.sm,.sm,Challenge,927,31.8,30.7,1.3,34.6,1.2,0.1,0.2,0.0,Challenging
brotherkisst.sm,.sm,Beginner,1100,27.4,26.4,2.9,37.2,2.7,3.3,0.2,0.0,Challenging
òTíjÇ™óˆÇÇµÇΩ.sm,.sm,Challenge,616,31.2,30.2,2.6,24.4,2.6,3.2,0.6,5.2,Challenging
òTíjÇ™óˆÇÇµÇΩ.sm,.sm,Hard,564,34.0,32.8,0.4,24.6,0.4,7.8,0.0,0.0,Challenging
òTíjÇ™óˆÇÇµÇΩ.sm,.sm,Medium,593,33.6,32.7,0.3,33.1,0.3,0.0,0.0,0.0,Challenging
floating_up.sm,.sm,Hard,536,41.8,41.4,0.0,16.8,0.0,0.0,0.0,0.0,Hard
floating_up.sm,.sm,Challenge,971,27.6,28.3,0.0,42.7,0.0,1.3,0.0,0.0,Challenging
kago.sm,.sm,Medium,519,45.7,28.9,0.0,25.4,0.0,0.0,0.0,0.0,Hard
kago.sm,.sm,Hard,607,39.0,26.0,0.0,34.9,0.0,0.0,0.0,0.0,Challenging
kago.sm,.sm,Challenge,674,35.2,28.0,0.1,34.1,0.1,2.4,0.0,0.0,Challenging
å©è„Ç∞ÇΩãÛÇ…Ç®ÇøÇƒÇ¢Ç≠.sm,.sm,Medium,201,50.7,42.3,0.0,7.0,0.0,0.0,0.0,0.0,Easy
å©è„Ç∞ÇΩãÛÇ…Ç®ÇøÇƒÇ¢Ç≠.sm,.sm,Hard,445,33.5,32.4,0.7,32.8,0.7,0.0,0.0,0.0,Challenging
å©è„Ç∞ÇΩãÛÇ…Ç®ÇøÇƒÇ¢Ç≠.sm,.sm,Challenge,681,26.6,26.6,1.8,41.3,1.8,2.1,0.0,0.0,Challenging
full-consciousness green.sm,.sm,Medium,295,74.9,25.1,0.0,0.0,0.0,0.0,0.0,0.0,Easy
full-consciousness green.sm,.sm,Hard,576,50.9,48.6,0.0,0.5,0.0,0.0,0.0,0.0,Easy
full-consciousness green.sm,.sm,Challenge,629,46.9,45.6,0.0,7.5,0.0,0.0,0.0,0.0,Easy
twinkleÅôstar.sm,.sm,Hard,452,51.3,44.2,1.8,0.9,1.8,0.0,0.0,0.0,Hard
twinkleÅôstar.sm,.sm,Challenge,675,40.3,34.4,4.7,15.9,4.7,0.0,0.0,0.0,Hard
miraclefeelfree.sm,.sm,Medium,432,47.7,42.8,0.0,9.5,0.0,0.0,0.0,0.0,Easy
miraclefeelfree.sm,.sm,Hard,843,29.2,29.5,0.0,41.2,0.0,0.0,0.1,0.0,Challenging
miraclefeelfree.sm,.sm,Challenge,894,27.6,28.1,0.0,44.2,0.0,0.0,0.1,0.0,Challenging
ÉcÅ[ÉfÉBÅ[Åö.sm,.sm,Medium,459,51.6,33.1,0.0,15.3,0.0,0.0,0.0,0.0,Hard
ÉcÅ[ÉfÉBÅ[Åö.sm,.sm,Hard,701,37.9,36.7,0.0,25.4,0.0,0.0,0.0,0.0,Hard
ÉcÅ[ÉfÉBÅ[Åö.sm,.sm,Challenge,920,29.6,28.9,1.3,38.7,1.5,0.0,0.0,0.0,Challenging
syukusai.sm,.sm,Beginner,993,23.3,23.1,0.5,34.8,0.5,10.8,6.8,0.2,Challenging
ëSïîåNÇÃÇπÇ¢Çæ.sm,.sm,Medium,274,46.7,53.3,0.0,0.0,0.0,0.0,0.0,0.0,Easy
ëSïîåNÇÃÇπÇ¢Çæ.sm,.sm,Hard,489,46.6,45.4,0.0,6.7,0.0,1.2,0.0,0.0,Hard
ëSïîåNÇÃÇπÇ¢Çæ.sm,.sm,Challenge,657,34.7,34.7,0.0,28.8,0.0,1.8,0.0,0.0,Hard
CandyPop-Love.sm,.sm,Challenge,475,40.8,37.7,0.0,21.5,0.0,0.0,0.0,0.0,Hard
CandyPop-Love.sm,.sm,Medium,359,52.9,37.6,0.0,9.5,0.0,0.0,0.0,0.0,Easy
CandyPop-Love.sm,.sm,Hard,410,45.9,38.5,0.0,15.6,0.0,0.0,0.0,0.0,Hard
AngelRingÅ`åqÇ∞ÇÊÇ§ÇÊ óˆÇÃÉäÉìÉOÅ`.sm,.sm,Medium,373,49.9,47.7,0.0,2.4,0.0,0.0,0.0,0.0,Easy
AngelRingÅ`åqÇ∞ÇÊÇ§ÇÊ óˆÇÃÉäÉìÉOÅ`.sm,.sm,Hard,430,44.9,43.7,0.0,11.4,0.0,0.0,0.0,0.0,Hard
AngelRingÅ`åqÇ∞ÇÊÇ§ÇÊ óˆÇÃÉäÉìÉOÅ`.sm,.sm,Challenge,653,33.8,32.9,0.0,33.2,0.0,0.0,0.0,0.0,Challenging
ÉäÉìÉäÉìÉVÉFÉAÉäÉìÉO.sm,.sm,Easy,530,39.4,38.3,0.0,22.3,0.0,0.0,0.0,0.0,Hard
ÉäÉìÉäÉìÉVÉFÉAÉäÉìÉO.sm,.sm,Medium,617,34.0,34.0,2.9,26.1,2.9,0.0,0.0,0.0,Hard
ÉäÉìÉäÉìÉVÉFÉAÉäÉìÉO.sm,.sm,Hard,719,30.6,30.2,12.2,14.7,12.2,0.0,0.0,0.0,Challenging
ÉäÉìÉäÉìÉVÉFÉAÉäÉìÉO.sm,.sm,Challenge,885,25.5,25.3,10.2,28.8,10.2,0.0,0.0,0.0,Challenging
koikoi.sm,.sm,Medium,487,49.1,46.0,0.2,4.5,0.2,0.0,0.0,0.0,Hard
koikoi.sm,.sm,Hard,578,41.3,39.1,1.6,17.1,0.9,0.0,0.0,0.0,Hard
koikoi.sm,.sm,Challenge,609,39.2,37.4,2.0,20.0,1.3,0.0,0.0,0.0,Hard
ñ≤å©ÇÈÇ‹Ç‹Ç…óˆÇÇµÇƒ.sm,.sm,Medium,572,38.8,40.7,0.5,19.4,0.5,0.0,0.0,0.0,Hard
ñ≤å©ÇÈÇ‹Ç‹Ç…óˆÇÇµÇƒ.sm,.sm,Hard,714,34.9,35.0,0.8,28.4,0.8,0.0,0.0,0.0,Hard
ñ≤å©ÇÈÇ‹Ç‹Ç…óˆÇÇµÇƒ.sm,.sm,Challenge,826,30.1,30.4,0.7,37.5,0.7,0.5,0.0,0.0,Challenging
guruÅáguru.sm,.sm,Challenge,1268,32.6,31.9,5.7,16.2,5.7,5.6,0.9,1.4,Challenging
Ereshkigal.sm,.sm,Medium,829,37.0,37.0,0.0,25.9,0.0,0.0,0.0,0.0,Hard
Ereshkigal.sm,.sm,Hard,1134,27.5,27.8,0.0,44.7,0.0,0.0,0.0,0.0,Challenging
Ereshkigal.sm,.sm,Challenge,1253,26.9,27.1,0.0,46.0,0.0,0.0,0.0,0.0,Challenging
Magical Marriage March.sm,.sm,Medium,573,49.4,0.2,50.1,0.0,0.3,0.0,0.0,0.0,Hard
Magical Marriage March.sm,.sm,Hard,722,39.8,1.0,57.3,0.0,1.9,0.0,0.0,0.0,Hard
Magical Marriage March.sm,.sm,Challenge,798,36.0,1.5,59.5,0.0,3.0,0.0,0.0,0.0,Hard
óˆÇÃÉvÉçÉZÉX.sm,.sm,Challenge,675,37.8,36.4,0.1,25.5,0.1,0.0,0.0,0.0,Hard
óˆÇÃÉvÉçÉZÉX.sm,.sm,Medium,348,47.4,51.4,0.3,0.6,0.3,0.0,0.0,0.0,Hard
óˆÇÃÉvÉçÉZÉX.sm,.sm,Hard,525,44.6,46.3,0.2,8.8,0.2,0.0,0.0,0.0,Hard
òTíjÇ™óˆÇÇµÇΩ.sm,.sm,Medium,241,59.8,38.2,0.0,2.1,0.0,0.0,0.0,0.0,Easy
òTíjÇ™óˆÇÇµÇΩ.sm,.sm,Hard,317,53.6,44.5,0.0,1.9,0.0,0.0,0.0,0.0,Easy
òTíjÇ™óˆÇÇµÇΩ.sm,.sm,Challenge,465,39.8,38.3,0.0,21.9,0.0,0.0,0.0,0.0,Hard
VAMPIRE FLOWERS.sm,.sm,Medium,309,65.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
VAMPIRE FLOWERS.sm,.sm,Hard,512,52.7,45.3,0.0,2.0,0.0,0.0,0.0,0.0,Easy
VAMPIRE FLOWERS.sm,.sm,Challenge,644,47.0,48.0,0.0,5.0,0.0,0.0,0.0,0.0,Easy
Ç†Ç¡Ç’ÇËÇØñÖ.sm,.sm,Hard,615,37.4,35.0,0.0,27.6,0.0,0.0,0.0,0.0,Hard
Ç†Ç¡Ç’ÇËÇØñÖ.sm,.sm,Challenge,861,29.8,29.2,0.0,41.0,0.0,0.0,0.0,0.0,Challenging
yomehapi.sm,.sm,Challenge,1002,27.1,26.0,0.4,42.2,0.4,3.8,0.0,0.0,Challenging
yomehapi.sm,.sm,Medium,406,47.3,38.4,0.0,14.3,0.0,0.0,0.0,0.0,Hard
yomehapi.sm,.sm,Hard,656,31.7,38.0,0.6,29.1,0.6,0.0,0.0,0.0,Hard
himitsuresipi.sm,.sm,Medium,294,53.4,45.2,0.0,0.7,0.0,0.3,0.3,0.0,Hard
himitsuresipi.sm,.sm,Hard,470,37.9,38.1,0.0,23.6,0.0,0.2,0.2,0.0,Hard
himitsuresipi.sm,.sm,Challenge,716,27.9,27.4,2.8,38.8,2.8,0.1,0.1,0.0,Challenging
É^ÉCÉàÉEÉpÉâÉ_ÉCÉX.sm,.sm,Hard,838,31.5,32.8,1.4,31.9,1.4,1.0,0.0,0.0,Challenging
É^ÉCÉàÉEÉpÉâÉ_ÉCÉX.sm,.sm,Challenge,1297,22.3,22.4,2.1,38.8,2.1,5.2,6.2,0.9,Challenging
reunion.sm,.sm,Challenge,901,37.8,31.5,0.0,30.6,0.0,0.0,0.0,0.0,Challenging
reunion.sm,.sm,Medium,496,61.9,38.1,0.0,0.0,0.0,0.0,0.0,0.0,Easy
reunion.sm,.sm,Hard,775,44.0,31.5,0.0,24.5,0.0,0.0,0.0,0.0,Hard
katyouhuugetu.sm,.sm,Medium,563,35.9,35.2,0.0,29.0,0.0,0.0,0.0,0.0,Hard
katyouhuugetu.sm,.sm,Hard,643,32.2,31.7,1.9,32.3,1.9,0.0,0.0,0.0,Challenging
katyouhuugetu.sm,.sm,Challenge,723,29.7,28.9,1.7,38.0,1.7,0.0,0.0,0.0,Challenging
óˆÇÇµÇÊÅ[ÇÊ.sm,.sm,Hard,383,43.9,32.1,0.0,24.0,0.0,0.0,0.0,0.0,Hard
óˆÇÇµÇÊÅ[ÇÊ.sm,.sm,Challenge,566,34.1,29.3,0.9,34.8,0.9,0.0,0.0,0.0,Challenging
óˆÇÇµÇÊÅ[ÇÊ.sm,.sm,Edit,698,29.1,26.8,0.7,42.7,0.7,0.0,0.0,0.0,Challenging
rapisurazuri.sm,.sm,Medium,324,48.5,48.8,0.3,2.2,0.3,0.0,0.0,0.0,Hard
rapisurazuri.sm,.sm,Hard,450,37.6,40.4,0.4,21.1,0.4,0.0,0.0,0.0,Hard
rapisurazuri.sm,.sm,Challenge,539,34.9,35.1,2.4,25.2,2.4,0.0,0.0,0.0,Hard
É_É`ÉRÇÃçKÇπÇ»ì˙èÌ.sm,.sm,Medium,584,45.4,43.3,0.0,11.3,0.0,0.0,0.0,0.0,Hard
É_É`ÉRÇÃçKÇπÇ»ì˙èÌ.sm,.sm,Hard,771,41.4,40.9,0.3,17.3,0.3,0.0,0.0,0.0,Hard
É_É`ÉRÇÃçKÇπÇ»ì˙èÌ.sm,.sm,Challenge,919,35.9,37.2,3.5,18.6,3.5,1.3,0.0,0.0,Hard
craster.sm,.sm,Challenge,683,36.0,36.2,0.3,25.6,0.3,1.6,0.0,0.0,Hard
craster.sm,.sm,Medium,468,47.0,48.9,1.7,2.4,0.0,0.0,0.0,0.0,Easy
craster.sm,.sm,Hard,564,41.3,43.8,1.4,12.1,1.4,0.0,0.0,0.0,Hard
moon fairytale.sm,.sm,Medium,454,50.7,37.9,0.0,9.3,0.0,2.2,0.0,0.0,Hard
moon fairytale.sm,.sm,Hard,755,32.2,31.5,0.0,35.0,0.0,1.3,0.0,0.0,Challenging
moon fairytale.sm,.sm,Challenge,819,29.8,29.5,0.0,39.4,0.0,1.2,0.0,0.0,Challenging
KANATA.sm,.sm,Medium,434,56.9,40.1,0.0,3.0,0.0,0.0,0.0,0.0,Easy
KANATA.sm,.sm,Hard,616,52.8,45.1,0.0,2.1,0.0,0.0,0.0,0.0,Easy
KANATA.sm,.sm,Challenge,849,43.1,42.4,0.0,14.5,0.0,0.0,0.0,0.0,Hard
Reach for the runway.sm,.sm,Medium,378,61.1,37.0,0.0,1.9,0.0,0.0,0.0,0.0,Easy
Reach for the runway.sm,.sm,Challenge,636,44.8,38.8,0.0,16.4,0.0,0.0,0.0,0.0,Hard
Reach for the runway.sm,.sm,Hard,508,49.2,43.9,0.0,6.9,0.0,0.0,0.0,0.0,Easy
ìÒêlêF-HEM mix-.sm,.sm,Medium,262,90.8,9.2,0.0,0.0,0.0,0.0,0.0,0.0,Easy
ìÒêlêF-HEM mix-.sm,.sm,Hard,418,57.4,40.2,0.0,2.4,0.0,0.0,0.0,0.0,Easy
ìÒêlêF-HEM mix-.sm,.sm,Challenge,640,39.2,34.5,0.0,25.6,0.0,0.6,0.0,0.0,Hard
ìÒêlêF-HEM mix-.sm,.sm,Beginner,795,32.3,28.8,0.0,37.9,0.0,1.0,0.0,0.0,Challenging
Crazy for you.sm,.sm,Medium,437,48.5,48.3,1.4,1.8,0.0,0.0,0.0,0.0,Easy
Crazy for you.sm,.sm,Hard,509,44.6,44.4,1.2,9.8,0.0,0.0,0.0,0.0,Easy
Crazy for you.sm,.sm,Challenge,573,40.1,39.8,0.9,19.2,0.0,0.0,0.0,0.0,Hard
Growing!.sm,.sm,Challenge,808,26.1,26.4,3.0,40.7,3.0,0.5,0.4,0.0,Challenging
Growing!.sm,.sm,Medium,398,47.2,47.2,0.0,4.5,0.0,0.0,1.0,0.0,Hard
Growing!.sm,.sm,Hard,461,44.0,44.7,0.0,10.4,0.0,0.0,0.9,0.0,Hard
Ç®Ç∆Ç¨ÇÃïPÇÕÉvÉâÉNÉeÉBÉJÉã.sm,.sm,Medium,345,42.0,45.8,0.0,12.2,0.0,0.0,0.0,0.0,Hard
Ç®Ç∆Ç¨ÇÃïPÇÕÉvÉâÉNÉeÉBÉJÉã.sm,.sm,Hard,536,40.7,43.5,0.0,15.9,0.0,0.0,0.0,0.0,Hard
Ç®Ç∆Ç¨ÇÃïPÇÕÉvÉâÉNÉeÉBÉJÉã.sm,.sm,Challenge,560,40.9,42.5,0.0,16.6,0.0,0.0,0.0,0.0,Hard
kimitokoisiyo.sm,.sm,Medium,436,48.9,39.0,0.7,10.6,0.9,0.0,0.0,0.0,Hard
kimitokoisiyo.sm,.sm,Hard,542,43.9,37.3,0.6,17.5,0.7,0.0,0.0,0.0,Hard
kimitokoisiyo.sm,.sm,Challenge,868,28.1,26.7,0.3,44.4,0.5,0.0,0.0,0.0,Challenging
amberworld.sm,.sm,Challenge,565,42.3,41.6,0.2,15.9,0.0,0.0,0.0,0.0,Hard
LoverevonowEx.sm,.sm,Challenge,818,27.6,25.8,0.0,42.7,0.0,3.9,0.0,0.0,Challenging
LoverevonowEx.sm,.sm,Hard,804,28.1,26.2,0.0,43.4,0.0,2.2,0.0,0.0,Challenging
bumpy-Jumpy!.sm,.sm,Medium,353,60.3,37.4,2.3,0.0,0.0,0.0,0.0,0.0,Easy
bumpy-Jumpy!.sm,.sm,Hard,507,52.9,45.6,0.0,1.6,0.0,0.0,0.0,0.0,Easy
bumpy-Jumpy!.sm,.sm,Challenge,829,38.7,37.9,0.0,23.4,0.0,0.0,0.0,0.0,Hard
summer.sm,.sm,Hard,311,50.2,48.2,0.0,1.6,0.0,0.0,0.0,0.0,Easy
summer.sm,.sm,Challenge,642,31.0,29.6,0.0,33.8,0.0,5.6,0.0,0.0,Challenging
before dawn daybreak.sm,.sm,Medium,402,50.0,49.5,0.0,0.5,0.0,0.0,0.0,0.0,Easy
before dawn daybreak.sm,.sm,Hard,639,36.9,37.1,0.0,26.0,0.0,0.0,0.0,0.0,Hard
before dawn daybreak.sm,.sm,Challenge,925,28.6,28.9,0.2,42.1,0.2,0.0,0.0,0.0,Challenging
Daisukinanda.sm,.sm,Medium,551,56.8,42.6,0.0,0.5,0.0,0.0,0.0,0.0,Easy
Daisukinanda.sm,.sm,Hard,718,49.6,42.5,2.2,4.6,1.1,0.0,0.0,0.0,Hard
Daisukinanda.sm,.sm,Challenge,790,45.2,38.6,2.0,10.4,1.1,2.7,0.0,0.0,Hard
DISCO.sm,.sm,Challenge,616,35.6,34.1,1.9,26.8,1.0,0.6,0.0,0.0,Hard
SHOOTING STAR.sm,.sm,Challenge,1266,25.4,24.7,0.0,42.3,0.0,6.3,1.3,0.0,Challenging
SHOOTING STAR.sm,.sm,Beginner,1158,27.7,21.3,0.0,37.8,0.0,13.1,0.0,0.0,Challenging
sakuranouta.sm,.sm,Challenge,781,37.0,36.7,0.4,25.5,0.4,0.0,0.0,0.0,Hard
sakuranouta.sm,.sm,Beginner,882,32.8,32.5,0.3,31.5,0.3,1.8,0.0,0.7,Challenging
óˆÇÃÉåÉVÉs.sm,.sm,Challenge,863,30.1,30.9,0.0,38.9,0.0,0.0,0.0,0.0,Challenging
óˆÇÃÉåÉVÉs.sm,.sm,Medium,453,48.8,43.7,0.0,7.5,0.0,0.0,0.0,0.0,Easy
óˆÇÃÉåÉVÉs.sm,.sm,Hard,845,30.8,31.4,0.0,37.9,0.0,0.0,0.0,0.0,Challenging
himawari.sm,.sm,Hard,528,42.8,42.6,0.0,14.2,0.0,0.0,0.4,0.0,Hard
himawari.sm,.sm,Challenge,844,27.1,27.7,8.5,27.8,8.5,0.0,0.2,0.0,Challenging
himawari.sm,.sm,Beginner,788,29.6,29.8,0.6,39.1,0.6,0.0,0.3,0.0,Challenging
meumeu.sm,.sm,Medium,558,46.4,51.4,0.2,2.0,0.0,0.0,0.0,0.0,Easy
meumeu.sm,.sm,Hard,623,43.5,47.8,0.2,8.5,0.0,0.0,0.0,0.0,Easy
meumeu.sm,.sm,Challenge,697,40.9,43.8,0.1,14.9,0.0,0.0,0.3,0.0,Hard
I wish.sm,.sm,Medium,290,62.8,26.9,0.0,10.3,0.0,0.0,0.0,0.0,Hard
I wish.sm,.sm,Hard,493,42.0,32.9,0.0,24.3,0.0,0.8,0.0,0.0,Hard
I wish.sm,.sm,Challenge,587,36.3,33.7,0.0,23.9,0.0,6.1,0.0,0.0,Challenging
ÉIÉgÉÅÉXÉCÉbÉ`.sm,.sm,Challenge,714,26.3,26.2,2.9,40.5,2.9,1.1,0.0,0.0,Challenging
ÉIÉgÉÅÉXÉCÉbÉ`.sm,.sm,Medium,418,40.9,41.9,1.4,14.4,1.4,0.0,0.0,0.0,Hard
ÉIÉgÉÅÉXÉCÉbÉ`.sm,.sm,Hard,683,27.4,27.5,2.3,40.4,2.3,0.0,0.0,0.0,Challenging
Ç≠ÇÍÇÊÇÒÇøÇ„Å[ÇËÇ¡Ç’.sm,.sm,Medium,248,58.1,41.5,0.0,0.4,0.0,0.0,0.0,0.0,Easy
Ç≠ÇÍÇÊÇÒÇøÇ„Å[ÇËÇ¡Ç’.sm,.sm,Hard,335,50.7,44.8,0.0,4.5,0.0,0.0,0.0,0.0,Easy
Ç≠ÇÍÇÊÇÒÇøÇ„Å[ÇËÇ¡Ç’.sm,.sm,Challenge,359,47.6,44.8,0.6,6.4,0.6,0.0,0.0,0.0,Hard
Ç≠ÇÍÇÊÇÒÇøÇ„Å[ÇËÇ¡Ç’.sm,.sm,Beginner,554,31.4,29.1,0.4,25.5,0.4,7.8,5.6,0.0,Challenging
Ç≠ÇÍÇÊÇÒÇøÇ„Å[ÇËÇ¡Ç’.sm,.sm,Easy,493,35.3,33.5,0.4,30.0,0.4,0.4,0.0,0.0,Challenging
ÇÌÇΩÇµÇÃÉIÉÇÉ`ÉÉ.sm,.sm,Medium,385,47.8,50.9,0.0,0.8,0.0,0.0,0.5,0.0,Hard
ÇÌÇΩÇµÇÃÉIÉÇÉ`ÉÉ.sm,.sm,Hard,512,41.6,48.0,0.4,8.6,0.4,0.0,1.0,0.0,Hard
ÇÌÇΩÇµÇÃÉIÉÇÉ`ÉÉ.sm,.sm,Challenge,599,37.2,43.7,0.3,17.5,0.3,0.0,0.8,0.0,Hard
kanpanera.sm,.sm,Challenge,893,32.7,34.0,0.2,32.1,0.2,0.0,0.7,0.0,Challenging
kanpanera.sm,.sm,Hard,861,33.9,35.0,0.0,30.4,0.0,0.0,0.7,0.0,Challenging
ComingÅ~Humming!!.sm,.sm,Medium,345,60.0,38.6,0.0,1.2,0.0,0.3,0.0,0.0,Hard
ComingÅ~Humming!!.sm,.sm,Hard,799,33.5,29.5,0.0,36.8,0.0,0.1,0.0,0.0,Challenging
ComingÅ~Humming!!.sm,.sm,Challenge,1349,21.7,21.6,8.5,35.3,8.5,3.3,0.0,1.0,Challenging
basic.sm,.sm,Medium,345,46.1,44.1,0.0,9.3,0.0,0.0,0.6,0.0,Hard
basic.sm,.sm,Hard,441,42.0,41.7,0.0,15.9,0.0,0.0,0.5,0.0,Hard
basic.sm,.sm,Challenge,619,29.9,29.7,1.3,37.5,1.3,0.0,0.3,0.0,Challenging
Black Lair.sm,.sm,Medium,797,31.0,29.2,1.0,38.1,0.0,0.6,0.0,0.0,Challenging
Black Lair.sm,.sm,Hard,924,29.0,28.5,0.9,40.8,0.0,0.9,0.0,0.0,Challenging
Black Lair.sm,.sm,Challenge,948,28.3,27.7,0.8,42.1,0.0,1.1,0.0,0.0,Challenging
Mami Mami Zone.sm,.sm,Medium,369,47.7,42.3,0.0,10.0,0.0,0.0,0.0,0.0,Hard
Mami Mami Zone.sm,.sm,Hard,497,45.3,44.1,0.0,10.3,0.2,0.0,0.0,0.2,Hard
Mami Mami Zone.sm,.sm,Challenge,553,42.7,41.2,0.0,15.7,0.2,0.0,0.0,0.2,Hard
battlekingdom.sm,.sm,Medium,392,46.7,48.0,0.0,5.4,0.0,0.0,0.0,0.0,Easy
battlekingdom.sm,.sm,Hard,555,41.3,38.6,0.0,20.2,0.0,0.0,0.0,0.0,Hard
battlekingdom.sm,.sm,Challenge,745,32.3,32.1,0.0,35.6,0.0,0.0,0.0,0.0,Challenging
battlekingdom.sm,.sm,Beginner,844,29.1,28.4,0.0,42.4,0.0,0.0,0.0,0.0,Challenging
ÉCÉ`ÉÉÉCÉ`ÉÉÅôÇËÇøÇ„Ç†ÇÈÅIÅI.sm,.sm,Medium,293,59.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
ÉCÉ`ÉÉÉCÉ`ÉÉÅôÇËÇøÇ„Ç†ÇÈÅIÅI.sm,.sm,Hard,545,38.0,34.9,0.0,27.2,0.0,0.0,0.0,0.0,Hard
ÉCÉ`ÉÉÉCÉ`ÉÉÅôÇËÇøÇ„Ç†ÇÈÅIÅI.sm,.sm,Challenge,755,27.8,27.5,0.0,44.6,0.0,0.0,0.0,0.0,Challenging
daily-daily Dream.sm,.sm,Medium,267,53.2,45.3,0.0,1.5,0.0,0.0,0.0,0.0,Easy
daily-daily Dream.sm,.sm,Hard,321,50.5,43.0,0.0,6.5,0.0,0.0,0.0,0.0,Easy
daily-daily Dream.sm,.sm,Challenge,398,46.7,36.9,1.0,14.3,1.0,0.0,0.0,0.0,Hard
HesitationSnow.sm,.sm,Medium,369,43.9,33.1,0.0,23.0,0.0,0.0,0.0,0.0,Hard
HesitationSnow.sm,.sm,Hard,480,41.2,35.8,0.4,22.1,0.4,0.0,0.0,0.0,Hard
HesitationSnow.sm,.sm,Challenge,738,31.0,31.3,1.9,33.3,1.9,0.5,0.0,0.0,Challenging
Baby Fantastic!.sm,.sm,Medium,345,54.8,42.9,0.0,2.3,0.0,0.0,0.0,0.0,Easy
Baby Fantastic!.sm,.sm,Hard,458,46.1,43.7,0.0,8.5,0.0,1.7,0.0,0.0,Hard
Baby Fantastic!.sm,.sm,Challenge,580,40.9,41.2,2.1,12.4,2.1,1.4,0.0,0.0,Hard
èIññÇí«Ç§é“.sm,.sm,Medium,515,43.1,44.5,0.0,12.4,0.0,0.0,0.0,0.0,Hard
èIññÇí«Ç§é“.sm,.sm,Hard,693,37.5,41.3,0.0,21.2,0.0,0.0,0.0,0.0,Hard
èIññÇí«Ç§é“.sm,.sm,Challenge,744,36.2,40.1,0.0,23.8,0.0,0.0,0.0,0.0,Hard
EiÇÃï˚íˆéÆÇÃì¡éÍâ.sm,.sm,Medium,385,53.5,39.2,0.0,7.3,0.0,0.0,0.0,0.0,Easy
EiÇÃï˚íˆéÆÇÃì¡éÍâ.sm,.sm,Hard,494,43.9,40.7,1.2,13.0,1.2,0.0,0.0,0.0,Hard
EiÇÃï˚íˆéÆÇÃì¡éÍâ.sm,.sm,Challenge,621,37.0,34.6,8.7,10.3,8.7,0.6,0.0,0.0,Challenging
ÉãÅ[ÉrÉbÉNÉLÉÖÅ[Éu.sm,.sm,Medium,692,50.1,33.2,0.0,16.6,0.0,0.0,0.0,0.0,Hard
ÉãÅ[ÉrÉbÉNÉLÉÖÅ[Éu.sm,.sm,Hard,1138,31.8,32.5,0.0,35.7,0.0,0.0,0.0,0.0,Challenging
ÉãÅ[ÉrÉbÉNÉLÉÖÅ[Éu.sm,.sm,Challenge,1269,29.4,29.7,3.5,33.5,3.5,0.5,0.0,0.0,Challenging
furioso melodia.sm,.sm,Medium,823,37.4,27.6,12.3,21.0,1.7,0.0,0.0,0.0,Hard
furioso melodia.sm,.sm,Hard,933,33.0,25.1,18.6,16.7,6.5,0.0,0.0,0.0,Challenging
furioso melodia.sm,.sm,Challenge,1083,28.4,22.8,17.4,24.5,6.9,0.0,0.0,0.0,Challenging
sekainohate.sm,.sm,Medium,373,44.5,54.7,0.0,0.8,0.0,0.0,0.0,0.0,Easy
sekainohate.sm,.sm,Hard,407,47.9,49.1,0.0,2.9,0.0,0.0,0.0,0.0,Easy
sekainohate.sm,.sm,Challenge,458,43.2,43.7,0.0,13.1,0.0,0.0,0.0,0.0,Hard
çïójÇÃÇ›Ç≠ÇµÇ∞.sm,.sm,Medium,388,47.9,42.5,0.0,9.5,0.0,0.0,0.0,0.0,Easy
çïójÇÃÇ›Ç≠ÇµÇ∞.sm,.sm,Hard,521,41.1,41.8,0.0,16.7,0.0,0.0,0.4,0.0,Hard
çïójÇÃÇ›Ç≠ÇµÇ∞.sm,.sm,Challenge,805,28.2,28.3,4.3,27.5,4.5,1.5,0.2,5.5,Challenging
answer.sm,.sm,Medium,411,54.5,38.9,0.0,6.6,0.0,0.0,0.0,0.0,Easy
answer.sm,.sm,Hard,639,37.6,33.6,0.0,28.8,0.0,0.0,0.0,0.0,Hard
answer.sm,.sm,Challenge,788,30.8,30.8,0.8,36.8,0.8,0.0,0.0,0.0,Challenging
habatakekoigokoro.sm,.sm,Medium,480,54.6,37.7,0.0,7.7,0.0,0.0,0.0,0.0,Easy
habatakekoigokoro.sm,.sm,Hard,526,51.1,38.4,0.0,10.5,0.0,0.0,0.0,0.0,Hard
habatakekoigokoro.sm,.sm,Challenge,669,40.4,33.6,5.1,15.2,5.1,0.6,0.0,0.0,Challenging
bananaman.sm,.sm,Medium,814,23.5,30.3,1.2,6.4,0.0,0.0,38.6,0.0,Challenging
bananaman.sm,.sm,Hard,905,22.9,28.6,2.2,9.1,1.1,0.0,36.1,0.0,Challenging
bananaman.sm,.sm,Challenge,1644,16.2,15.9,7.8,13.1,7.1,7.6,28.5,3.9,Challenging
